,probabilities,classification,prev_phone,next_phone,consonant,file,training
6665,0.003225320251658559,ŋ,a,i,tʃ,m19achi1,no
6657,0.01160756591707468,r,a,i,tʃ,m19achi1,no
6653,0.005824737250804901,l,a,i,tʃ,m19achi1,no
6651,0.002065486740320921,j,a,i,tʃ,m19achi1,no
6662,0.008503139950335026,w,a,i,tʃ,m19achi1,no
7047,0.017516152933239937,p,i,i,tʃ,m19ichi2,no
7050,0.07945898920297623,t,i,i,tʃ,m19ichi2,no
7051,0.060644183307886124,tʃ,i,i,tʃ,m19ichi2,no
7043,0.13236995041370392,k,i,i,tʃ,m19ichi2,no
7038,0.03449530526995659,b,i,i,tʃ,m19ichi2,no
7039,0.05459536612033844,d,i,i,tʃ,m19ichi2,no
7040,0.07079677283763885,dʒ,i,i,tʃ,m19ichi2,no
7057,0.03944803774356842,ɡ,i,i,tʃ,m19ichi2,no
7041,0.022510480135679245,f,i,i,tʃ,m19ichi2,no
7060,0.007281822618097067,θ,i,i,tʃ,m19ichi2,no
7049,0.10938771069049835,s,i,i,tʃ,m19ichi2,no
7058,0.05422484874725342,ʃ,i,i,tʃ,m19ichi2,no
7052,0.04276767745614052,v,i,i,tʃ,m19ichi2,no
7055,0.016551541164517403,ð,i,i,tʃ,m19ichi2,no
7054,0.072220578789711,z,i,i,tʃ,m19ichi2,no
7059,0.0023144916631281376,ʒ,i,i,tʃ,m19ichi2,no
7045,0.015095390379428864,m,i,i,tʃ,m19ichi2,no
7046,0.034330498427152634,n,i,i,tʃ,m19ichi2,no
7056,0.008446543477475643,ŋ,i,i,tʃ,m19ichi2,no
7048,0.03491427004337311,r,i,i,tʃ,m19ichi2,no
7044,0.0120750917121768,l,i,i,tʃ,m19ichi2,no
7042,0.021840471774339676,j,i,i,tʃ,m19ichi2,no
7053,0.05671374127268791,w,i,i,tʃ,m19ichi2,no
7737,0.0023752714041620493,p,a,u,tʃ,m3achu1,no
7740,0.10427696257829666,t,a,u,tʃ,m3achu1,no
7741,0.09876629710197449,tʃ,a,u,tʃ,m3achu1,no
7733,0.1002596840262413,k,a,u,tʃ,m3achu1,no
7728,0.0032206005416810513,b,a,u,tʃ,m3achu1,no
7729,0.07978305220603943,d,a,u,tʃ,m3achu1,no
7730,0.18795159459114075,dʒ,a,u,tʃ,m3achu1,no
7747,0.0011773953447118402,ɡ,a,u,tʃ,m3achu1,no
7731,0.009423915296792984,f,a,u,tʃ,m3achu1,no
7750,0.004664367064833641,θ,a,u,tʃ,m3achu1,no
7739,0.05862337350845337,s,a,u,tʃ,m3achu1,no
7748,0.13998526334762573,ʃ,a,u,tʃ,m3achu1,no
7742,0.0029518615920096636,v,a,u,tʃ,m3achu1,no
7745,0.007306851912289858,ð,a,u,tʃ,m3achu1,no
7744,0.003557030111551285,z,a,u,tʃ,m3achu1,no
7749,0.0003271260065957904,ʒ,a,u,tʃ,m3achu1,no
7735,0.012961561791598797,m,a,u,tʃ,m3achu1,no
7736,0.05624205619096756,n,a,u,tʃ,m3achu1,no
7746,0.009965155273675919,ŋ,a,u,tʃ,m3achu1,no
7738,0.0009385680314153433,r,a,u,tʃ,m3achu1,no
7734,0.001998990075662732,l,a,u,tʃ,m3achu1,no
7732,0.11285372823476791,j,a,u,tʃ,m3achu1,no
7743,0.0003892167587764561,w,a,u,tʃ,m3achu1,no
7760,0.00699582789093256,p,a,u,tʃ,m3achu2,no
7763,0.10064869374036789,t,a,u,tʃ,m3achu2,no
7764,0.05452141538262367,tʃ,a,u,tʃ,m3achu2,no
7756,0.11306507885456085,k,a,u,tʃ,m3achu2,no
7751,0.007355025038123131,b,a,u,tʃ,m3achu2,no
7752,0.09813857823610306,d,a,u,tʃ,m3achu2,no
7753,0.10436895489692688,dʒ,a,u,tʃ,m3achu2,no
7770,0.0061148907989263535,ɡ,a,u,tʃ,m3achu2,no
7754,0.02269044518470764,f,a,u,tʃ,m3achu2,no
7773,0.002909744158387184,θ,a,u,tʃ,m3achu2,no
7762,0.08747648447751999,s,a,u,tʃ,m3achu2,no
7771,0.17600974440574646,ʃ,a,u,tʃ,m3achu2,no
7765,0.010500784032046795,v,a,u,tʃ,m3achu2,no
7768,0.009160226210951805,ð,a,u,tʃ,m3achu2,no
7767,0.02843175083398819,z,a,u,tʃ,m3achu2,no
7772,0.0007340267184190452,ʒ,a,u,tʃ,m3achu2,no
7758,0.021302634850144386,m,a,u,tʃ,m3achu2,no
7759,0.09795671701431274,n,a,u,tʃ,m3achu2,no
7769,0.01658952794969082,ŋ,a,u,tʃ,m3achu2,no
7761,0.014857721514999866,r,a,u,tʃ,m3achu2,no
7757,0.005268994253128767,l,a,u,tʃ,m3achu2,no
7755,0.01050473004579544,j,a,u,tʃ,m3achu2,no
7766,0.00439810287207365,w,a,u,tʃ,m3achu2,no
101,0.022371795028448105,p,a,a,k,f12aka2,no
104,0.02747383527457714,t,a,a,k,f12aka2,no
105,0.0012070478405803442,tʃ,a,a,k,f12aka2,no
97,0.3909127712249756,k,a,a,k,f12aka2,no
92,0.018810376524925232,b,a,a,k,f12aka2,no
93,0.020288189873099327,d,a,a,k,f12aka2,no
94,0.003166601760312915,dʒ,a,a,k,f12aka2,no
111,0.0048349094577133656,ɡ,a,a,k,f12aka2,no
95,0.02477758750319481,f,a,a,k,f12aka2,no
114,0.005220524966716766,θ,a,a,k,f12aka2,no
103,0.045346833765506744,s,a,a,k,f12aka2,no
112,0.006604253314435482,ʃ,a,a,k,f12aka2,no
106,0.00912388414144516,v,a,a,k,f12aka2,no
109,0.007561336737126112,ð,a,a,k,f12aka2,no
108,0.0026434441097080708,z,a,a,k,f12aka2,no
113,6.774005669285543e-06,ʒ,a,a,k,f12aka2,no
99,0.15096183121204376,m,a,a,k,f12aka2,no
100,0.17697852849960327,n,a,a,k,f12aka2,no
110,0.030782056972384453,ŋ,a,a,k,f12aka2,no
102,0.03814122453331947,r,a,a,k,f12aka2,no
98,0.009123370051383972,l,a,a,k,f12aka2,no
96,0.00022190646268427372,j,a,a,k,f12aka2,no
107,0.0034408639185130596,w,a,a,k,f12aka2,no
446,0.01970314234495163,p,i,u,k,f12iku1,no
449,0.07245593518018723,t,i,u,k,f12iku1,no
450,0.09967895597219467,tʃ,i,u,k,f12iku1,no
442,0.27326565980911255,k,i,u,k,f12iku1,no
437,0.022828249260783195,b,i,u,k,f12iku1,no
438,0.07311703264713287,d,i,u,k,f12iku1,no
439,0.06424306333065033,dʒ,i,u,k,f12iku1,no
456,0.008554372936487198,ɡ,i,u,k,f12iku1,no
440,0.01689036376774311,f,i,u,k,f12iku1,no
459,0.0038209871854633093,θ,i,u,k,f12iku1,no
448,0.05008776858448982,s,i,u,k,f12iku1,no
457,0.06872910261154175,ʃ,i,u,k,f12iku1,no
451,0.016798192635178566,v,i,u,k,f12iku1,no
454,0.009721118956804276,ð,i,u,k,f12iku1,no
453,0.030340149998664856,z,i,u,k,f12iku1,no
458,0.0003105737268924713,ʒ,i,u,k,f12iku1,no
444,0.011953910812735558,m,i,u,k,f12iku1,no
445,0.040551166981458664,n,i,u,k,f12iku1,no
455,0.023512430489063263,ŋ,i,u,k,f12iku1,no
447,0.004909066949039698,r,i,u,k,f12iku1,no
443,0.0036790536250919104,l,i,u,k,f12iku1,no
441,0.03367657586932182,j,i,u,k,f12iku1,no
452,0.051173146814107895,w,i,u,k,f12iku1,no
1251,0.02089753746986389,p,a,i,k,f1aki2,no
1254,0.1596709042787552,t,a,i,k,f1aki2,no
1255,0.01729641482234001,tʃ,a,i,k,f1aki2,no
1247,0.22076497972011566,k,a,i,k,f1aki2,no
1242,0.009992923587560654,b,a,i,k,f1aki2,no
1243,0.054865762591362,d,a,i,k,f1aki2,no
1244,0.030371248722076416,dʒ,a,i,k,f1aki2,no
1261,0.0026024046819657087,ɡ,a,i,k,f1aki2,no
1245,0.021963948383927345,f,a,i,k,f1aki2,no
1264,0.012873896397650242,θ,a,i,k,f1aki2,no
1253,0.030309442430734634,s,a,i,k,f1aki2,no
1262,0.009962126612663269,ʃ,a,i,k,f1aki2,no
1256,0.010344126261770725,v,a,i,k,f1aki2,no
1259,0.0067025744356215,ð,a,i,k,f1aki2,no
1258,0.007019938435405493,z,a,i,k,f1aki2,no
1263,0.0001382560294587165,ʒ,a,i,k,f1aki2,no
1249,0.08743898570537567,m,a,i,k,f1aki2,no
1250,0.2040495127439499,n,a,i,k,f1aki2,no
1260,0.06697717308998108,ŋ,a,i,k,f1aki2,no
1252,0.0015757984947413206,r,a,i,k,f1aki2,no
1248,0.002698753261938691,l,a,i,k,f1aki2,no
1246,0.020640112459659576,j,a,i,k,f1aki2,no
1257,0.0008431975729763508,w,a,i,k,f1aki2,no
1550,0.026415830478072166,p,i,a,k,f1ika1,no
1553,0.0343625433743,t,i,a,k,f1ika1,no
1554,0.02527468279004097,tʃ,i,a,k,f1ika1,no
1546,0.20883913338184357,k,i,a,k,f1ika1,no
1541,0.015662746503949165,b,i,a,k,f1ika1,no
1542,0.19429606199264526,d,i,a,k,f1ika1,no
1543,0.03670477122068405,dʒ,i,a,k,f1ika1,no
1560,0.01878923922777176,ɡ,i,a,k,f1ika1,no
1544,0.01884516328573227,f,i,a,k,f1ika1,no
1563,0.002948551904410124,θ,i,a,k,f1ika1,no
1552,0.036215778440237045,s,i,a,k,f1ika1,no
1561,0.012823102064430714,ʃ,i,a,k,f1ika1,no
1555,0.03114527277648449,v,i,a,k,f1ika1,no
1558,0.009793267585337162,ð,i,a,k,f1ika1,no
1557,0.04176204279065132,z,i,a,k,f1ika1,no
1562,0.00013077963376417756,ʒ,i,a,k,f1ika1,no
1548,0.019926171749830246,m,i,a,k,f1ika1,no
1549,0.16536076366901398,n,i,a,k,f1ika1,no
1559,0.07697916775941849,ŋ,i,a,k,f1ika1,no
1551,0.0033885668963193893,r,i,a,k,f1ika1,no
1547,0.006624004803597927,l,i,a,k,f1ika1,no
1545,0.00815910380333662,j,i,a,k,f1ika1,no
1556,0.005553327035158873,w,i,a,k,f1ika1,no
2677,0.021481186151504517,p,i,a,k,f21ika1,no
2680,0.05102846398949623,t,i,a,k,f21ika1,no
2681,0.024650679901242256,tʃ,i,a,k,f21ika1,no
2673,0.07283483445644379,k,i,a,k,f21ika1,no
2668,0.012064656242728233,b,i,a,k,f21ika1,no
2669,0.30620479583740234,d,i,a,k,f21ika1,no
2670,0.06366927176713943,dʒ,i,a,k,f21ika1,no
2687,0.0018968958174809813,ɡ,i,a,k,f21ika1,no
2671,0.024229221045970917,f,i,a,k,f21ika1,no
2690,0.008146225474774837,θ,i,a,k,f21ika1,no
2679,0.06863003224134445,s,i,a,k,f21ika1,no
2688,0.015913480892777443,ʃ,i,a,k,f21ika1,no
2682,0.03358688950538635,v,i,a,k,f21ika1,no
2685,0.003619529539719224,ð,i,a,k,f21ika1,no
2684,0.07591506838798523,z,i,a,k,f21ika1,no
2689,0.0003351570921950042,ʒ,i,a,k,f21ika1,no
2675,0.017560577020049095,m,i,a,k,f21ika1,no
2676,0.08148660510778427,n,i,a,k,f21ika1,no
2686,0.06770409643650055,ŋ,i,a,k,f21ika1,no
2678,0.002503476105630398,r,i,a,k,f21ika1,no
2674,0.0031057330779731274,l,i,a,k,f21ika1,no
2672,0.02397691272199154,j,i,a,k,f21ika1,no
2683,0.01945616491138935,w,i,a,k,f21ika1,no
2700,0.02529860846698284,p,i,i,k,f21iki2,no
2703,0.10970918834209442,t,i,i,k,f21iki2,no
2704,0.09786515682935715,tʃ,i,i,k,f21iki2,no
2696,0.1586374193429947,k,i,i,k,f21iki2,no
2691,0.018425513058900833,b,i,i,k,f21iki2,no
2692,0.11016210168600082,d,i,i,k,f21iki2,no
2693,0.07633178681135178,dʒ,i,i,k,f21iki2,no
2710,0.011266357265412807,ɡ,i,i,k,f21iki2,no
2694,0.017787763848900795,f,i,i,k,f21iki2,no
2713,0.006752314977347851,θ,i,i,k,f21iki2,no
2702,0.04740695655345917,s,i,i,k,f21iki2,no
2711,0.02963240258395672,ʃ,i,i,k,f21iki2,no
2705,0.016550159081816673,v,i,i,k,f21iki2,no
2708,0.0051306854002177715,ð,i,i,k,f21iki2,no
2707,0.028004657477140427,z,i,i,k,f21iki2,no
2712,0.000161853211466223,ʒ,i,i,k,f21iki2,no
2698,0.01928248628973961,m,i,i,k,f21iki2,no
2699,0.07548410445451736,n,i,i,k,f21iki2,no
2709,0.031082570552825928,ŋ,i,i,k,f21iki2,no
2701,0.004817074630409479,r,i,i,k,f21iki2,no
2697,0.007410308811813593,l,i,i,k,f21iki2,no
2695,0.09154269844293594,j,i,i,k,f21iki2,no
2706,0.011257806792855263,w,i,i,k,f21iki2,no
3712,0.017550164833664894,p,i,i,k,f7iki1,no
3715,0.07914899289608002,t,i,i,k,f7iki1,no
3716,0.1874239146709442,tʃ,i,i,k,f7iki1,no
3708,0.21525630354881287,k,i,i,k,f7iki1,no
3703,0.00813539233058691,b,i,i,k,f7iki1,no
3704,0.045531678944826126,d,i,i,k,f7iki1,no
3705,0.10143090039491653,dʒ,i,i,k,f7iki1,no
3722,0.0021991420071572065,ɡ,i,i,k,f7iki1,no
3706,0.013356572017073631,f,i,i,k,f7iki1,no
3725,0.00715414946898818,θ,i,i,k,f7iki1,no
3714,0.0871187150478363,s,i,i,k,f7iki1,no
3723,0.059998396784067154,ʃ,i,i,k,f7iki1,no
3717,0.015825636684894562,v,i,i,k,f7iki1,no
3720,0.004090162925422192,ð,i,i,k,f7iki1,no
3719,0.025296084582805634,z,i,i,k,f7iki1,no
3724,0.00037508312379941344,ʒ,i,i,k,f7iki1,no
3710,0.006589727941900492,m,i,i,k,f7iki1,no
3711,0.0336836576461792,n,i,i,k,f7iki1,no
3721,0.03763306885957718,ŋ,i,i,k,f7iki1,no
3713,0.0008021784014999866,r,i,i,k,f7iki1,no
3709,0.0013850284740328789,l,i,i,k,f7iki1,no
3707,0.046920061111450195,j,i,i,k,f7iki1,no
3718,0.0030948773492127657,w,i,i,k,f7iki1,no
3735,0.04929628595709801,p,i,u,k,f7iku2,no
3738,0.0866784006357193,t,i,u,k,f7iku2,no
3739,0.04424326494336128,tʃ,i,u,k,f7iku2,no
3731,0.17228658497333527,k,i,u,k,f7iku2,no
3726,0.03282042592763901,b,i,u,k,f7iku2,no
3727,0.13122591376304626,d,i,u,k,f7iku2,no
3728,0.034305259585380554,dʒ,i,u,k,f7iku2,no
3745,0.012773682363331318,ɡ,i,u,k,f7iku2,no
3729,0.025351479649543762,f,i,u,k,f7iku2,no
3748,0.004998304415494204,θ,i,u,k,f7iku2,no
3737,0.028335051611065865,s,i,u,k,f7iku2,no
3746,0.006921431515365839,ʃ,i,u,k,f7iku2,no
3740,0.02900414727628231,v,i,u,k,f7iku2,no
3743,0.01335533894598484,ð,i,u,k,f7iku2,no
3742,0.0504574291408062,z,i,u,k,f7iku2,no
3747,0.0002615959965623915,ʒ,i,u,k,f7iku2,no
3733,0.02952204830944538,m,i,u,k,f7iku2,no
3734,0.051530782133340836,n,i,u,k,f7iku2,no
3744,0.020507603883743286,ŋ,i,u,k,f7iku2,no
3736,0.009804935194551945,r,i,u,k,f7iku2,no
3732,0.027299461886286736,l,i,u,k,f7iku2,no
3730,0.05929933115839958,j,i,u,k,f7iku2,no
3741,0.0797213613986969,w,i,u,k,f7iku2,no
4862,0.058977216482162476,p,i,u,k,m14iku1,no
4865,0.08820736408233643,t,i,u,k,m14iku1,no
4866,0.07789742201566696,tʃ,i,u,k,m14iku1,no
4858,0.19205760955810547,k,i,u,k,m14iku1,no
4853,0.036879993975162506,b,i,u,k,m14iku1,no
4854,0.10049650818109512,d,i,u,k,m14iku1,no
4855,0.03831932321190834,dʒ,i,u,k,m14iku1,no
4872,0.015012555755674839,ɡ,i,u,k,m14iku1,no
4856,0.026339445263147354,f,i,u,k,m14iku1,no
4875,0.005009680986404419,θ,i,u,k,m14iku1,no
4864,0.010546743869781494,s,i,u,k,m14iku1,no
4873,0.015037021599709988,ʃ,i,u,k,m14iku1,no
4867,0.0219827052205801,v,i,u,k,m14iku1,no
4870,0.006989504210650921,ð,i,u,k,m14iku1,no
4869,0.020196646451950073,z,i,u,k,m14iku1,no
4874,0.0005161113804206252,ʒ,i,u,k,m14iku1,no
4860,0.011787859722971916,m,i,u,k,m14iku1,no
4861,0.04907462000846863,n,i,u,k,m14iku1,no
4871,0.007687694393098354,ŋ,i,u,k,m14iku1,no
4863,0.020246004685759544,r,i,u,k,m14iku1,no
4859,0.04384815692901611,l,i,u,k,m14iku1,no
4857,0.060642220079898834,j,i,u,k,m14iku1,no
4868,0.09224757552146912,w,i,u,k,m14iku1,no
4885,0.03859390318393707,p,i,u,k,m14iku2,no
4888,0.09505733102560043,t,i,u,k,m14iku2,no
4889,0.02945147268474102,tʃ,i,u,k,m14iku2,no
4881,0.23475421965122223,k,i,u,k,m14iku2,no
4876,0.016040809452533722,b,i,u,k,m14iku2,no
4877,0.15748362243175507,d,i,u,k,m14iku2,no
4878,0.04917632415890694,dʒ,i,u,k,m14iku2,no
4895,0.015141873620450497,ɡ,i,u,k,m14iku2,no
4879,0.03016461245715618,f,i,u,k,m14iku2,no
4898,0.0034650841262191534,θ,i,u,k,m14iku2,no
4887,0.016351228579878807,s,i,u,k,m14iku2,no
4896,0.011687173508107662,ʃ,i,u,k,m14iku2,no
4890,0.02918838895857334,v,i,u,k,m14iku2,no
4893,0.009440487250685692,ð,i,u,k,m14iku2,no
4892,0.016794804483652115,z,i,u,k,m14iku2,no
4897,0.0012554862769320607,ʒ,i,u,k,m14iku2,no
4883,0.018519654870033264,m,i,u,k,m14iku2,no
4884,0.06813698261976242,n,i,u,k,m14iku2,no
4894,0.03331715241074562,ŋ,i,u,k,m14iku2,no
4886,0.005932474508881569,r,i,u,k,m14iku2,no
4882,0.011453230865299702,l,i,u,k,m14iku2,no
4880,0.04688432067632675,j,i,u,k,m14iku2,no
4891,0.06170933321118355,w,i,u,k,m14iku2,no
5667,0.010935534723103046,p,a,i,k,m16aki1,no
5670,0.10099105536937714,t,a,i,k,m16aki1,no
5671,0.008779770694673061,tʃ,a,i,k,m16aki1,no
5663,0.4646104574203491,k,a,i,k,m16aki1,no
5658,0.0033077597618103027,b,a,i,k,m16aki1,no
5659,0.05557915195822716,d,a,i,k,m16aki1,no
5660,0.021362369880080223,dʒ,a,i,k,m16aki1,no
5677,0.0019854519050568342,ɡ,a,i,k,m16aki1,no
5661,0.01709873229265213,f,a,i,k,m16aki1,no
5680,0.009131097234785557,θ,a,i,k,m16aki1,no
5669,0.061482448130846024,s,a,i,k,m16aki1,no
5678,0.07066767662763596,ʃ,a,i,k,m16aki1,no
5672,0.0032530727330595255,v,a,i,k,m16aki1,no
5675,0.010707827284932137,ð,a,i,k,m16aki1,no
5674,0.0032203684095293283,z,a,i,k,m16aki1,no
5679,5.2943410992156714e-05,ʒ,a,i,k,m16aki1,no
5665,0.06383974105119705,m,a,i,k,m16aki1,no
5666,0.059748586267232895,n,a,i,k,m16aki1,no
5676,0.021380631253123283,ŋ,a,i,k,m16aki1,no
5668,0.001739418599754572,r,a,i,k,m16aki1,no
5664,0.001753198099322617,l,a,i,k,m16aki1,no
5662,0.00785890780389309,j,a,i,k,m16aki1,no
5673,0.0005138270789757371,w,a,i,k,m16aki1,no
6472,0.015140512026846409,p,u,u,k,m16uku2,no
6475,0.020560944452881813,t,u,u,k,m16uku2,no
6476,0.001189276808872819,tʃ,u,u,k,m16uku2,no
6468,0.014130798168480396,k,u,u,k,m16uku2,no
6463,0.023309137672185898,b,u,u,k,m16uku2,no
6464,0.041849080473184586,d,u,u,k,m16uku2,no
6465,0.005377887282520533,dʒ,u,u,k,m16uku2,no
6482,0.052275363355875015,ɡ,u,u,k,m16uku2,no
6466,0.01557519193738699,f,u,u,k,m16uku2,no
6485,0.03722922503948212,θ,u,u,k,m16uku2,no
6474,0.05918949097394943,s,u,u,k,m16uku2,no
6483,0.0014750531408935785,ʃ,u,u,k,m16uku2,no
6477,0.07078106701374054,v,u,u,k,m16uku2,no
6480,0.008531957864761353,ð,u,u,k,m16uku2,no
6479,0.1576167643070221,z,u,u,k,m16uku2,no
6484,0.0002423492696834728,ʒ,u,u,k,m16uku2,no
6470,0.04626912251114845,m,u,u,k,m16uku2,no
6471,0.10607448220252991,n,u,u,k,m16uku2,no
6481,0.019611459225416183,ŋ,u,u,k,m16uku2,no
6473,0.017003385350108147,r,u,u,k,m16uku2,no
6469,0.24070560932159424,l,u,u,k,m16uku2,no
6467,0.006928197108209133,j,u,u,k,m16uku2,no
6478,0.038933683186769485,w,u,u,k,m16uku2,no
6771,0.05259774997830391,p,a,u,k,m19aku1,no
6774,0.03349145129323006,t,a,u,k,m19aku1,no
6775,0.004590904805809259,tʃ,a,u,k,m19aku1,no
6767,0.22266049683094025,k,a,u,k,m19aku1,no
6762,0.015622954815626144,b,a,u,k,m19aku1,no
6763,0.04335710406303406,d,a,u,k,m19aku1,no
6764,0.01261851005256176,dʒ,a,u,k,m19aku1,no
6781,0.007847100496292114,ɡ,a,u,k,m19aku1,no
6765,0.053371746093034744,f,a,u,k,m19aku1,no
6784,0.004217192530632019,θ,a,u,k,m19aku1,no
6773,0.27809274196624756,s,a,u,k,m19aku1,no
6782,0.05400359258055687,ʃ,a,u,k,m19aku1,no
6776,0.00579778291285038,v,a,u,k,m19aku1,no
6779,0.006843168754130602,ð,a,u,k,m19aku1,no
6778,0.008812528103590012,z,a,u,k,m19aku1,no
6783,2.3987862732610665e-05,ʒ,a,u,k,m19aku1,no
6769,0.10815553367137909,m,a,u,k,m19aku1,no
6770,0.05203935503959656,n,a,u,k,m19aku1,no
6780,0.008367674425244331,ŋ,a,u,k,m19aku1,no
6772,0.012092525139451027,r,a,u,k,m19aku1,no
6768,0.006939864717423916,l,a,u,k,m19aku1,no
6766,0.0016641337424516678,j,a,u,k,m19aku1,no
6777,0.006791977211833,w,a,u,k,m19aku1,no
7116,0.027264634147286415,p,i,a,k,m19ika2,no
7119,0.04595665633678436,t,i,a,k,m19ika2,no
7120,0.010663078166544437,tʃ,i,a,k,m19ika2,no
7112,0.22578410804271698,k,i,a,k,m19ika2,no
7107,0.02668207697570324,b,i,a,k,m19ika2,no
7108,0.2734811007976532,d,i,a,k,m19ika2,no
7109,0.011556188575923443,dʒ,i,a,k,m19ika2,no
7126,0.02500140853226185,ɡ,i,a,k,m19ika2,no
7110,0.03444325178861618,f,i,a,k,m19ika2,no
7129,0.0008616012055426836,θ,i,a,k,m19ika2,no
7118,0.008012485690414906,s,i,a,k,m19ika2,no
7127,0.0030439996626228094,ʃ,i,a,k,m19ika2,no
7121,0.0358237698674202,v,i,a,k,m19ika2,no
7124,0.0031147925183176994,ð,i,a,k,m19ika2,no
7123,0.014192355796694756,z,i,a,k,m19ika2,no
7128,0.0002259445609524846,ʒ,i,a,k,m19ika2,no
7114,0.0281548909842968,m,i,a,k,m19ika2,no
7115,0.10410185158252716,n,i,a,k,m19ika2,no
7125,0.03029453568160534,ŋ,i,a,k,m19ika2,no
7117,0.036841828376054764,r,i,a,k,m19ika2,no
7113,0.006983411032706499,l,i,a,k,m19ika2,no
7111,0.00877829734236002,j,i,a,k,m19ika2,no
7122,0.03873773664236069,w,i,a,k,m19ika2,no
7829,0.018659772351384163,p,a,i,k,m3aki1,no
7832,0.062293119728565216,t,a,i,k,m3aki1,no
7833,0.00652300426736474,tʃ,a,i,k,m3aki1,no
7825,0.3837328851222992,k,a,i,k,m3aki1,no
7820,0.003838016651570797,b,a,i,k,m3aki1,no
7821,0.021136842668056488,d,a,i,k,m3aki1,no
7822,0.004933189135044813,dʒ,a,i,k,m3aki1,no
7839,0.0037165149115025997,ɡ,a,i,k,m3aki1,no
7823,0.02532839961349964,f,a,i,k,m3aki1,no
7842,0.016543492674827576,θ,a,i,k,m3aki1,no
7831,0.1988365203142166,s,a,i,k,m3aki1,no
7840,0.12728628516197205,ʃ,a,i,k,m3aki1,no
7834,0.0025000402238219976,v,a,i,k,m3aki1,no
7837,0.010669478215277195,ð,a,i,k,m3aki1,no
7836,0.002688707783818245,z,a,i,k,m3aki1,no
7841,7.539347734564217e-06,ʒ,a,i,k,m3aki1,no
7827,0.04953538998961449,m,a,i,k,m3aki1,no
7828,0.01987810805439949,n,a,i,k,m3aki1,no
7838,0.016290592029690742,ŋ,a,i,k,m3aki1,no
7830,0.0059209479950368404,r,a,i,k,m3aki1,no
7826,0.008875444531440735,l,a,i,k,m3aki1,no
7824,0.009908291511237621,j,a,i,k,m3aki1,no
7835,0.0008974302909336984,w,a,i,k,m3aki1,no
8174,0.029634883627295494,p,i,u,k,m3iku2,no
8177,0.06362386047840118,t,i,u,k,m3iku2,no
8178,0.18324193358421326,tʃ,i,u,k,m3iku2,no
8170,0.19699901342391968,k,i,u,k,m3iku2,no
8165,0.017003800719976425,b,i,u,k,m3iku2,no
8166,0.13980141282081604,d,i,u,k,m3iku2,no
8167,0.08110062777996063,dʒ,i,u,k,m3iku2,no
8184,0.0043954188004136086,ɡ,i,u,k,m3iku2,no
8168,0.01239604502916336,f,i,u,k,m3iku2,no
8187,0.004900800529867411,θ,i,u,k,m3iku2,no
8176,0.02903307043015957,s,i,u,k,m3iku2,no
8185,0.012519738636910915,ʃ,i,u,k,m3iku2,no
8179,0.021543050184845924,v,i,u,k,m3iku2,no
8182,0.007626163307577372,ð,i,u,k,m3iku2,no
8181,0.03669076785445213,z,i,u,k,m3iku2,no
8186,0.00032899584039114416,ʒ,i,u,k,m3iku2,no
8172,0.00988818146288395,m,i,u,k,m3iku2,no
8173,0.05346435308456421,n,i,u,k,m3iku2,no
8183,0.03550871089100838,ŋ,i,u,k,m3iku2,no
8175,0.0036616860888898373,r,i,u,k,m3iku2,no
8171,0.006158419419080019,l,i,u,k,m3iku2,no
8169,0.04254993423819542,j,i,u,k,m3iku2,no
8180,0.007929113693535328,w,i,u,k,m3iku2,no
9,0.25628018379211426,p,a,u,b,f12abu2,no
12,0.08311782032251358,t,a,u,b,f12abu2,no
13,0.0018221299396827817,tʃ,a,u,b,f12abu2,no
5,0.05566583201289177,k,a,u,b,f12abu2,no
0,0.06469955295324326,b,a,u,b,f12abu2,no
1,0.05445389449596405,d,a,u,b,f12abu2,no
2,0.002888073679059744,dʒ,a,u,b,f12abu2,no
19,0.0042741987854242325,ɡ,a,u,b,f12abu2,no
3,0.06050946190953255,f,a,u,b,f12abu2,no
22,0.016418784856796265,θ,a,u,b,f12abu2,no
11,0.05486315116286278,s,a,u,b,f12abu2,no
20,0.00155810231808573,ʃ,a,u,b,f12abu2,no
14,0.052479639649391174,v,a,u,b,f12abu2,no
17,0.01068631187081337,ð,a,u,b,f12abu2,no
16,0.02766503021121025,z,a,u,b,f12abu2,no
21,9.822413994697854e-05,ʒ,a,u,b,f12abu2,no
7,0.11174090951681137,m,a,u,b,f12abu2,no
8,0.06469032913446426,n,a,u,b,f12abu2,no
18,0.0050367675721645355,ŋ,a,u,b,f12abu2,no
10,0.01268062274903059,r,a,u,b,f12abu2,no
6,0.03659161925315857,l,a,u,b,f12abu2,no
4,0.004904147237539291,j,a,u,b,f12abu2,no
15,0.01687518320977688,w,a,u,b,f12abu2,no
768,0.05524228885769844,p,u,i,b,f12ubi1,no
771,0.030871473252773285,t,u,i,b,f12ubi1,no
772,0.002043855842202902,tʃ,u,i,b,f12ubi1,no
764,0.04812692478299141,k,u,i,b,f12ubi1,no
759,0.07123059779405594,b,u,i,b,f12ubi1,no
760,0.06895943731069565,d,u,i,b,f12ubi1,no
761,0.008129901252686977,dʒ,u,i,b,f12ubi1,no
778,0.08319992572069168,ɡ,u,i,b,f12ubi1,no
762,0.019924605265259743,f,u,i,b,f12ubi1,no
781,0.017000537365674973,θ,u,i,b,f12ubi1,no
